,open,high,low,close,volume
2010-01-06 04:00:00,10090.0,10100.0,10080.0,10100.0,4250.0
2010-01-06 05:00:00,10100.0,10110.0,10100.0,10110.0,5996.0
2010-01-06 06:00:00,10110.0,10110.0,10104.0,10104.0,4628.0
2010-01-06 07:00:00,10104.0,10110.0,10100.0,10104.0,5136.0
2010-01-06 08:00:00,10104.0,10110.0,10104.0,10110.0,4260.0
2010-01-06 09:00:00,10110.0,10130.0,10110.0,10130.0,5012.0
2010-01-06 10:00:00,10136.0,10150.0,10136.0,10150.0,6616.0
2010-01-06 11:00:00,10150.0,10184.0,10150.0,10184.0,6348.0
2010-01-06 12:00:00,10180.0,10200.0,10180.0,10200.0,8220.0
2010-01-06 13:00:00,10200.0,10210.0,10190.0,10200.0,10800.0
2010-01-06 14:00:00,10200.0,10220.0,10190.0,10220.0,9070.0
2010-01-06 15:00:00,10216.0,10220.0,10216.0,10216.0,9256.0
2010-01-06 16:00:00,10216.0,10230.0,10216.0,10230.0,11930.0
2010-01-06 17:00:00,10230.0,10230.0,10216.0,10216.0,12056.0
2010-01-06 18:00:00,10216.0,10230.0,10216.0,10230.0,11480.0
2010-01-06 19:00:00,10230.0,10230.0,10216.0,10220.0,10860.0
2010-01-06 20:00:00,10220.0,10240.0,10220.0,10240.0,10470.0
2010-01-06 21:00:00,10240.0,10250.0,10240.0,10240.0,13190.0
2010-01-06 22:00:00,10240.0,10240.0,10230.0,10230.0,13050.0
2010-01-06 23:00:00,10230.0,10240.0,10220.0,10230.0,10120.0
2010-01-07 00:00:00,10230.0,10240.0,10220.0,10220.0,11410.0
2010-01-07 01:00:00,10220.0,10220.0,10216.0,10220.0,11330.0
2010-01-07 02:00:00,10220.0,10220.0,10216.0,10216.0,9384.0
2010-01-07 03:00:00,10216.0,10220.0,10210.0,10220.0,9260.0
2010-01-07 04:00:00,10220.0,10240.0,10220.0,10240.0,10390.0
2010-01-07 05:00:00,10240.0,10260.0,10240.0,10260.0,11610.0
2010-01-07 06:00:00,10260.0,10264.0,10250.0,10260.0,11730.0
2010-01-07 07:00:00,10250.0,10260.0,10250.0,10260.0,11090.0
2010-01-07 08:00:00,10260.0,10270.0,10260.0,10264.0,12760.0
2010-01-07 09:00:00,10264.0,10270.0,10260.0,10260.0,13070.0
2010-01-07 10:00:00,10260.0,10264.0,10260.0,10260.0,12350.0
2010-01-07 11:00:00,10260.0,10264.0,10260.0,10264.0,11380.0
2010-01-07 12:00:00,10260.0,10264.0,10260.0,10264.0,12570.0
2010-01-07 13:00:00,10264.0,10264.0,10260.0,10260.0,12990.0
2010-01-07 14:00:00,10260.0,10260.0,10230.0,10230.0,11590.0
2010-01-07 15:00:00,10230.0,10230.0,10216.0,10216.0,9800.0
2010-01-07 16:00:00,10216.0,10216.0,10210.0,10210.0,10120.0
2010-01-07 17:00:00,10210.0,10210.0,10190.0,10190.0,10824.0
2010-01-07 18:00:00,10190.0,10210.0,10190.0,10210.0,9910.0
2010-01-07 19:00:00,10210.0,10210.0,10170.0,10170.0,9270.0
2010-01-07 20:00:00,10180.0,10180.0,10160.0,10180.0,8028.0
2010-01-07 21:00:00,10180.0,10180.0,10160.0,10170.0,8904.0
2010-01-07 22:00:00,10170.0,10180.0,10170.0,10180.0,8430.0
2010-01-07 23:00:00,10180.0,10184.0,10180.0,10184.0,8670.0
2010-01-08 00:00:00,10184.0,10190.0,10184.0,10184.0,10810.0
2010-01-08 01:00:00,10184.0,10184.0,10170.0,10170.0,9660.0
2010-01-08 02:00:00,10170.0,10180.0,10160.0,10160.0,8850.0
2010-01-08 03:00:00,10160.0,10180.0,10160.0,10180.0,7610.0
2010-01-08 04:00:00,10180.0,10184.0,10170.0,10184.0,9010.0
2010-01-08 05:00:00,10184.0,10184.0,10180.0,10184.0,7384.0
2010-01-08 06:00:00,10184.0,10190.0,10180.0,10180.0,8220.0
2010-01-08 07:00:00,10180.0,10190.0,10180.0,10180.0,9176.0
2010-01-08 08:00:00,10180.0,10180.0,10170.0,10180.0,8350.0
2010-01-08 09:00:00,10180.0,10190.0,10180.0,10190.0,8840.0
2010-01-08 10:00:00,10190.0,10220.0,10190.0,10220.0,9560.0
2010-01-08 11:00:00,10220.0,10220.0,10216.0,10216.0,10990.0
2010-01-08 12:00:00,10216.0,10230.0,10216.0,10220.0,10750.0
2010-01-08 13:00:00,10220.0,10240.0,10220.0,10240.0,12380.0
2010-01-08 14:00:00,10240.0,10260.0,10240.0,10260.0,13420.0
2010-01-08 15:00:00,10260.0,10270.0,10260.0,10264.0,14664.0
2010-01-08 16:00:00,10264.0,10264.0,10260.0,10264.0,13450.0
2010-01-08 17:00:00,10264.0,10280.0,10264.0,10270.0,11030.0
2010-01-08 18:00:00,10270.0,10270.0,10270.0,10270.0,15730.0
2010-01-08 19:00:00,10270.0,10280.0,10264.0,10264.0,11336.0
2010-01-08 20:00:00,10264.0,10270.0,10260.0,10260.0,11590.0
2010-01-08 21:00:00,10260.0,10264.0,10250.0,10260.0,12040.0
2010-01-08 22:00:00,10260.0,10270.0,10260.0,10264.0,14540.0
2010-01-08 23:00:00,10264.0,10270.0,10260.0,10264.0,13160.0
2010-01-09 00:00:00,10264.0,10264.0,10260.0,10260.0,13610.0
2010-01-09 01:00:00,10260.0,10260.0,10250.0,10260.0,11016.0
2010-01-09 02:00:00,10260.0,10264.0,10250.0,10250.0,13080.0
2010-01-09 03:00:00,10250.0,10264.0,10250.0,10260.0,12850.0
2010-01-09 04:00:00,10260.0,10260.0,10240.0,10250.0,11340.0
2010-01-09 05:00:00,10250.0,10260.0,10250.0,10250.0,12360.0
2010-01-09 06:00:00,10250.0,10260.0,10250.0,10250.0,11040.0
2010-01-09 07:00:00,10250.0,10260.0,10250.0,10260.0,11480.0
2010-01-09 08:00:00,10260.0,10264.0,10250.0,10260.0,10056.0
2010-01-09 09:00:00,10260.0,10264.0,10240.0,10250.0,12744.0
2010-01-09 10:00:00,10250.0,10260.0,10250.0,10260.0,13096.0
2010-01-09 11:00:00,10250.0,10270.0,10250.0,10270.0,11470.0
2010-01-09 12:00:00,10270.0,10300.0,10270.0,10300.0,13850.0
2010-01-09 13:00:00,10310.0,10310.0,10300.0,10300.0,13070.0
2010-01-09 14:00:00,10300.0,10300.0,10290.0,10300.0,16010.0
2010-01-09 15:00:00,10296.0,10310.0,10296.0,10310.0,14090.0
2010-01-09 16:00:00,10310.0,10330.0,10310.0,10320.0,16150.0
2010-01-09 17:00:00,10330.0,10340.0,10330.0,10340.0,16020.0
2010-01-09 18:00:00,10340.0,10344.0,10330.0,10340.0,15760.0
2010-01-09 19:00:00,10340.0,10340.0,10330.0,10340.0,15890.0
2010-01-09 20:00:00,10340.0,10344.0,10330.0,10344.0,17660.0
2010-01-09 21:00:00,10344.0,10360.0,10344.0,10360.0,16430.0
2010-01-09 22:00:00,10350.0,10376.0,10350.0,10376.0,14920.0
2010-01-09 23:00:00,10376.0,10380.0,10376.0,10380.0,16160.0
2010-01-10 00:00:00,10380.0,10380.0,10376.0,10380.0,18660.0
2010-01-10 01:00:00,10380.0,10390.0,10380.0,10390.0,16740.0
2010-01-10 02:00:00,10390.0,10390.0,10380.0,10380.0,15064.0
2010-01-10 03:00:00,10380.0,10390.0,10380.0,10380.0,16376.0
2010-01-10 04:00:00,10380.0,10390.0,10376.0,10390.0,15540.0
2010-01-10 05:00:00,10390.0,10390.0,10380.0,10390.0,18080.0
2010-01-10 06:00:00,10400.0,10400.0,10390.0,10400.0,20770.0
2010-01-10 07:00:00,10400.0,10400.0,10380.0,10390.0,17520.0
2010-01-10 08:00:00,10390.0,10390.0,10370.0,10376.0,17810.0
2010-01-10 09:00:00,10376.0,10376.0,10350.0,10350.0,15110.0
2010-01-10 10:00:00,10350.0,10370.0,10350.0,10370.0,15690.0
2010-01-10 11:00:00,10370.0,10370.0,10350.0,10360.0,16900.0
2010-01-10 12:00:00,10360.0,10360.0,10344.0,10344.0,18560.0
2010-01-10 13:00:00,10344.0,10350.0,10344.0,10344.0,17710.0
2010-01-10 14:00:00,10344.0,10370.0,10344.0,10370.0,15656.0
2010-01-10 15:00:00,10370.0,10376.0,10370.0,10376.0,17710.0
2010-01-10 16:00:00,10376.0,10380.0,10350.0,10350.0,14910.0
2010-01-10 17:00:00,10350.0,10360.0,10344.0,10350.0,17710.0
2010-01-10 18:00:00,10350.0,10376.0,10350.0,10370.0,15016.0
2010-01-10 19:00:00,10376.0,10376.0,10350.0,10350.0,17890.0
2010-01-10 20:00:00,10350.0,10370.0,10350.0,10370.0,17230.0
2010-01-10 21:00:00,10370.0,10376.0,10370.0,10376.0,18770.0
2010-01-10 22:00:00,10376.0,10376.0,10370.0,10376.0,18340.0
2010-01-10 23:00:00,10376.0,10390.0,10376.0,10380.0,20220.0
2010-01-11 00:00:00,10380.0,10390.0,10376.0,10390.0,17400.0
2010-01-11 01:00:00,10380.0,10390.0,10376.0,10376.0,17860.0
2010-01-11 02:00:00,10376.0,10376.0,10340.0,10340.0,16220.0
2010-01-11 03:00:00,10340.0,10344.0,10330.0,10340.0,18420.0
2010-01-11 04:00:00,10330.0,10330.0,10310.0,10310.0,13100.0
2010-01-11 05:00:00,10310.0,10320.0,10310.0,10320.0,13384.0
2010-01-11 06:00:00,10320.0,10320.0,10310.0,10310.0,15770.0
2010-01-11 07:00:00,10310.0,10310.0,10300.0,10310.0,16530.0
2010-01-11 08:00:00,10310.0,10320.0,10310.0,10310.0,14280.0
2010-01-11 09:00:00,10310.0,10344.0,10310.0,10344.0,15000.0
2010-01-11 10:00:00,10344.0,10350.0,10340.0,10340.0,17570.0
2010-01-11 11:00:00,10340.0,10350.0,10340.0,10350.0,16900.0
2010-01-11 12:00:00,10350.0,10360.0,10350.0,10360.0,14540.0
2010-01-11 13:00:00,10360.0,10370.0,10360.0,10370.0,18690.0
2010-01-11 14:00:00,10370.0,10370.0,10350.0,10360.0,17260.0
2010-01-11 15:00:00,10360.0,10376.0,10350.0,10376.0,15950.0
2010-01-11 16:00:00,10380.0,10380.0,10376.0,10380.0,16770.0
2010-01-11 17:00:00,10380.0,10400.0,10380.0,10400.0,20620.0
2010-01-11 18:00:00,10400.0,10400.0,10390.0,10400.0,19950.0
2010-01-11 19:00:00,10400.0,10410.0,10400.0,10410.0,20350.0
2010-01-11 20:00:00,10410.0,10420.0,10410.0,10420.0,18720.0
2010-01-11 21:00:00,10420.0,10424.0,10420.0,10420.0,20980.0
2010-01-11 22:00:00,10420.0,10424.0,10400.0,10400.0,20640.0
2010-01-11 23:00:00,10400.0,10424.0,10400.0,10424.0,21060.0
2010-01-12 00:00:00,10424.0,10440.0,10424.0,10424.0,19520.0
2010-01-12 01:00:00,10424.0,10430.0,10424.0,10424.0,20880.0
2010-01-12 02:00:00,10424.0,10424.0,10410.0,10410.0,20300.0
2010-01-12 03:00:00,10410.0,10410.0,10400.0,10400.0,17310.0
2010-01-12 04:00:00,10400.0,10410.0,10400.0,10410.0,16140.0
2010-01-12 05:00:00,10410.0,10424.0,10400.0,10424.0,16020.0
2010-01-12 06:00:00,10424.0,10456.0,10424.0,10450.0,18500.0
2010-01-12 07:00:00,10456.0,10456.0,10440.0,10440.0,23100.0
2010-01-12 08:00:00,10440.0,10456.0,10440.0,10456.0,21440.0
2010-01-12 09:00:00,10456.0,10456.0,10450.0,10456.0,23680.0
2010-01-12 10:00:00,10456.0,10456.0,10450.0,10456.0,23420.0
2010-01-12 11:00:00,10456.0,10460.0,10456.0,10456.0,23920.0
2010-01-12 12:00:00,10456.0,10456.0,10450.0,10456.0,21390.0
2010-01-12 13:00:00,10456.0,10456.0,10450.0,10450.0,19800.0
2010-01-12 14:00:00,10450.0,10456.0,10450.0,10456.0,19900.0
2010-01-12 15:00:00,10456.0,10460.0,10440.0,10450.0,20290.0
2010-01-12 16:00:00,10450.0,10450.0,10440.0,10450.0,19100.0
2010-01-12 17:00:00,10450.0,10456.0,10450.0,10450.0,23550.0
2010-01-12 18:00:00,10450.0,10456.0,10440.0,10440.0,19420.0
2010-01-12 19:00:00,10440.0,10450.0,10430.0,10440.0,24240.0
2010-01-12 20:00:00,10440.0,10450.0,10424.0,10424.0,20660.0
2010-01-12 21:00:00,10424.0,10430.0,10420.0,10424.0,17060.0
2010-01-12 22:00:00,10424.0,10424.0,10420.0,10420.0,24380.0
2010-01-12 23:00:00,10420.0,10424.0,10420.0,10424.0,18320.0
2010-01-13 00:00:00,10424.0,10430.0,10420.0,10430.0,22450.0
2010-01-13 01:00:00,10430.0,10430.0,10420.0,10424.0,20600.0
2010-01-13 02:00:00,10424.0,10440.0,10424.0,10440.0,17010.0
2010-01-13 03:00:00,10440.0,10456.0,10440.0,10456.0,23380.0
2010-01-13 04:00:00,10456.0,10460.0,10456.0,10456.0,22700.0
2010-01-13 05:00:00,10456.0,10456.0,10430.0,10430.0,19980.0
2010-01-13 06:00:00,10430.0,10450.0,10430.0,10450.0,22030.0
2010-01-13 07:00:00,10450.0,10460.0,10450.0,10460.0,22980.0
2010-01-13 08:00:00,10460.0,10490.0,10460.0,10490.0,22130.0
2010-01-13 09:00:00,10480.0,10490.0,10470.0,10490.0,24930.0
2010-01-13 10:00:00,10490.0,10500.0,10490.0,10490.0,22750.0
2010-01-13 11:00:00,10490.0,10500.0,10490.0,10490.0,24160.0
2010-01-13 12:00:00,10490.0,10490.0,10480.0,10480.0,20620.0
2010-01-13 13:00:00,10480.0,10480.0,10460.0,10480.0,20240.0
2010-01-13 14:00:00,10480.0,10480.0,10460.0,10470.0,21600.0
2010-01-13 15:00:00,10470.0,10480.0,10460.0,10480.0,22060.0
2010-01-13 16:00:00,10480.0,10500.0,10480.0,10500.0,23260.0
2010-01-13 17:00:00,10500.0,10504.0,10490.0,10500.0,22430.0
2010-01-13 18:00:00,10500.0,10510.0,10500.0,10504.0,28530.0
2010-01-13 19:00:00,10504.0,10504.0,10500.0,10504.0,20020.0
2010-01-13 20:00:00,10504.0,10504.0,10500.0,10504.0,26110.0
2010-01-13 21:00:00,10504.0,10504.0,10500.0,10504.0,25390.0
2010-01-13 22:00:00,10504.0,10520.0,10504.0,10510.0,26030.0
2010-01-13 23:00:00,10510.0,10510.0,10504.0,10504.0,23100.0
2010-01-14 00:00:00,10504.0,10504.0,10500.0,10500.0,24430.0
2010-01-14 01:00:00,10500.0,10504.0,10490.0,10490.0,22900.0
2010-01-14 02:00:00,10490.0,10500.0,10490.0,10500.0,22080.0
2010-01-14 03:00:00,10500.0,10500.0,10480.0,10480.0,24980.0
2010-01-14 04:00:00,10490.0,10490.0,10470.0,10490.0,20380.0
2010-01-14 05:00:00,10490.0,10500.0,10490.0,10500.0,19950.0
2010-01-14 06:00:00,10500.0,10504.0,10490.0,10490.0,27150.0
2010-01-14 07:00:00,10490.0,10490.0,10460.0,10470.0,20420.0
2010-01-14 08:00:00,10470.0,10490.0,10470.0,10480.0,19780.0
2010-01-14 09:00:00,10490.0,10504.0,10490.0,10504.0,22270.0
2010-01-14 10:00:00,10504.0,10504.0,10500.0,10504.0,21020.0
2010-01-14 11:00:00,10504.0,10530.0,10504.0,10520.0,27260.0
2010-01-14 12:00:00,10520.0,10536.0,10510.0,10536.0,19790.0
2010-01-14 13:00:00,10536.0,10536.0,10530.0,10536.0,23890.0
2010-01-14 14:00:00,10536.0,10536.0,10520.0,10530.0,28160.0
2010-01-14 15:00:00,10530.0,10530.0,10510.0,10510.0,27000.0
2010-01-14 16:00:00,10510.0,10520.0,10510.0,10510.0,25650.0
2010-01-14 17:00:00,10510.0,10520.0,10500.0,10500.0,24300.0
2010-01-14 18:00:00,10500.0,10500.0,10490.0,10490.0,26640.0
2010-01-14 19:00:00,10500.0,10500.0,10490.0,10490.0,23380.0
2010-01-14 20:00:00,10490.0,10490.0,10470.0,10480.0,24510.0
2010-01-14 21:00:00,10480.0,10480.0,10470.0,10480.0,20320.0
2010-01-14 22:00:00,10480.0,10480.0,10460.0,10460.0,21810.0
2010-01-14 23:00:00,10460.0,10480.0,10460.0,10470.0,27260.0
2010-01-15 00:00:00,10470.0,10470.0,10460.0,10460.0,28270.0
2010-01-15 01:00:00,10460.0,10470.0,10456.0,10456.0,20930.0
2010-01-15 02:00:00,10456.0,10456.0,10450.0,10450.0,21540.0
2010-01-15 03:00:00,10450.0,10450.0,10440.0,10450.0,18820.0
2010-01-15 04:00:00,10456.0,10456.0,10430.0,10430.0,19970.0
2010-01-15 05:00:00,10430.0,10430.0,10400.0,10400.0,19890.0
2010-01-15 06:00:00,10400.0,10400.0,10390.0,10390.0,17340.0
2010-01-15 07:00:00,10390.0,10390.0,10376.0,10380.0,19870.0
2010-01-15 08:00:00,10380.0,10390.0,10376.0,10390.0,21120.0
2010-01-15 09:00:00,10390.0,10390.0,10376.0,10380.0,16850.0
2010-01-15 10:00:00,10380.0,10390.0,10376.0,10390.0,17400.0
2010-01-15 11:00:00,10390.0,10410.0,10390.0,10410.0,19870.0
2010-01-15 12:00:00,10410.0,10420.0,10400.0,10410.0,20640.0
2010-01-15 13:00:00,10410.0,10424.0,10410.0,10420.0,16930.0
2010-01-15 14:00:00,10420.0,10420.0,10400.0,10420.0,18260.0
2010-01-15 15:00:00,10420.0,10424.0,10420.0,10420.0,24960.0
2010-01-15 16:00:00,10420.0,10430.0,10410.0,10430.0,21260.0
2010-01-15 17:00:00,10430.0,10430.0,10420.0,10424.0,22240.0
2010-01-15 18:00:00,10424.0,10430.0,10424.0,10424.0,23490.0
2010-01-15 19:00:00,10424.0,10430.0,10420.0,10430.0,18000.0
2010-01-15 20:00:00,10440.0,10440.0,10430.0,10430.0,19780.0
2010-01-15 21:00:00,10430.0,10430.0,10420.0,10424.0,22860.0
2010-01-15 22:00:00,10424.0,10424.0,10420.0,10424.0,17660.0
2010-01-15 23:00:00,10420.0,10430.0,10420.0,10430.0,21020.0
2010-01-16 00:00:00,10430.0,10430.0,10430.0,10430.0,18420.0
2010-01-16 01:00:00,10430.0,10440.0,10420.0,10424.0,17890.0
2010-01-16 02:00:00,10424.0,10424.0,10400.0,10410.0,18600.0
2010-01-16 03:00:00,10410.0,10420.0,10400.0,10400.0,20980.0
2010-01-16 04:00:00,10400.0,10400.0,10390.0,10390.0,21060.0
2010-01-16 05:00:00,10390.0,10390.0,10360.0,10370.0,19280.0
2010-01-16 06:00:00,10370.0,10380.0,10370.0,10380.0,20220.0
2010-01-16 07:00:00,10380.0,10380.0,10370.0,10370.0,18580.0
